PHRASES,MEANING,TEMIZ,,
see about,"If you see about something, you make an effort to arrange it or organise it.",see about,see about,"see about | If you see about something, you make an effort to arrange it or organise it."
see off,"If you see somebody off, you go to the place from where they're beginning a journey, like an airport or a railway station, and wish them well as they leave.",see off,see off,"see off | If you see somebody off, you go to the place from where they're beginning a journey, like an airport or a railway station, and wish them well as they leave."
see out (1),"If you see someone out, you accompany them out of a room or a building when they're leaving.",see out (1),see out,"see out | If you see someone out, you accompany them out of a room or a building when they're leaving."
see out (2),to continue until the end of a particular period of time or until the end of a contract or an activity,see out (2),see out,see out | to continue until the end of a particular period of time or until the end of a contract or an activity
see through (1),"If you see through something or someone, you realize that you are being deceived or tricked, and you aren't fooled.",see through (1),see through,"see through | If you see through something or someone, you realize that you are being deceived or tricked, and you aren't fooled."
see through (2),"If you see something through, you continue with it right to the end.",see through (2),see through,"see through | If you see something through, you continue with it right to the end."
see to,"If you see to something, you take responsibility for it and make sure it's done.",see to,see to,"see to | If you see to something, you take responsibility for it and make sure it's done."
sell off,"to sell assets or belongings, often for a low price because you need money quickly",sell off,sell off,"sell off | to sell assets or belongings, often for a low price because you need money quickly"
sell out,"to sell all the stock of something, and have none left",sell out,sell out,"sell out | to sell all the stock of something, and have none left"
send back,"If you send back something that's been delivered to you, you return it because there's a problem with it.",send back,send back,"send back | If you send back something that's been delivered to you, you return it because there's a problem with it."
send for,"to ask for someone to come to you, or to ask for something to be sent to you",send for,send for,"send for | to ask for someone to come to you, or to ask for something to be sent to you"
send off (1),"If you send something off, you post it or send it by a courier service.",send off (1),send off,"send off | If you send something off, you post it or send it by a courier service."
send off (2),"If a referee or an umpire sends off a player, the player has to leave the field or court because they've done something wrong.",send off (2),send off,"send off | If a referee or an umpire sends off a player, the player has to leave the field or court because they've done something wrong."
set about,to begin doing something that will probably take a lot of effort or a long time,set about,set about,set about | to begin doing something that will probably take a lot of effort or a long time
set aside,to keep a portion of something for use in the future,set aside,set aside,set aside | to keep a portion of something for use in the future
set back (1),"to make something happen more slowly, or at a later time, than it would have",set back (1),set back,"set back | to make something happen more slowly, or at a later time, than it would have"
set back (2) INFORMAL,"If something has set you back fifty dollars, it has cost you fifty dollars.",set back (2),set back,"set back | If something has set you back fifty dollars, it has cost you fifty dollars."
set down,"If you set something down, you put it in writing.",set down,set down,"set down | If you set something down, you put it in writing."
set off (1),to begin a journey,set off (1),set off,set off | to begin a journey
set off (2),to make something explode or blow up,set off (2),set off,set off | to make something explode or blow up
set out (1),to begin doing something with a definite objective or aim in mind,set out (1),set out,set out | to begin doing something with a definite objective or aim in mind
set out (2),to begin a journey,set out (2),set out,set out | to begin a journey
set out (3),"to explain the details of something, especially in writing",set out (3),set out,"set out | to explain the details of something, especially in writing"
set up (1),"to start a company, a foundation, or an organization of some sort",set up (1),set up,"set up | to start a company, a foundation, or an organization of some sort"
set up (2),to put together or arrange the parts of something before using it,set up (2),set up,set up | to put together or arrange the parts of something before using it
set up (3),to make the necessary arrangements for an event or activity,set up (3),set up,set up | to make the necessary arrangements for an event or activity
settle down (1),"to become calm and quiet, especially after being excited or noisy",settle down (1),settle down,"settle down | to become calm and quiet, especially after being excited or noisy"
settle down (2),"to start living a conventional life with a steady job and a stable partner, especially after getting married",settle down (2),settle down,"settle down | to start living a conventional life with a steady job and a stable partner, especially after getting married"
settle for,"to accept something, even though it isn't what you really want",settle for,settle for,"settle for | to accept something, even though it isn't what you really want"
settle in,"to begin to feel comfortable in a new situation, such as a new home, a new job, or a new school",settle in,settle in,"settle in | to begin to feel comfortable in a new situation, such as a new home, a new job, or a new school"
shake off,"to get rid of something that's causing you problems, such as a sickness, a fear, a bad image, a bad reputation, etc.",shake off,shake off,"shake off | to get rid of something that's causing you problems, such as a sickness, a fear, a bad image, a bad reputation, etc."
shake up (1),"to make big changes to an organisation and the way it's run, usually to improve it",shake up (1),shake up,"shake up | to make big changes to an organisation and the way it's run, usually to improve it"
shake up (2),to upset or shock someone,shake up (2),shake up,shake up | to upset or shock someone
shoot up INFORMAL,"to quickly increase in size, number or level",shoot up,shoot up,"shoot up | to quickly increase in size, number or level"
shop around,"If you shop around, you go to several shops to find the lowest price for something you want.",shop around,shop around,"shop around | If you shop around, you go to several shops to find the lowest price for something you want."
show off,"to do something to get attention or admiration, but in a way that annoys some people",show off,show off,"show off | to do something to get attention or admiration, but in a way that annoys some people"
show up INFORMAL,to arrive at an event or a place where people are gathering,show up,show up,show up | to arrive at an event or a place where people are gathering
shut down,"to close something like a factory, school or hospital, usually forever",shut down,shut down,"shut down | to close something like a factory, school or hospital, usually forever"
shut off,"If a machine, a system or a supply shuts off, or is shut off by someone, it stops.",shut off,shut off,"shut off | If a machine, a system or a supply shuts off, or is shut off by someone, it stops."
shut out (1),to stop someone or something from entering a room or a building,shut out (1),shut out,shut out | to stop someone or something from entering a room or a building
shut out (2),to stop yourself thinking about or feeling something that upsets you or hurts you,shut out (2),shut out,shut out | to stop yourself thinking about or feeling something that upsets you or hurts you
shut up INFORMAL,to stop talking or stop making noise,shut up,shut up,shut up | to stop talking or stop making noise
sign in,"to sign a register when you visit a place, or to log in when you visit a website",sign in,sign in,"sign in | to sign a register when you visit a place, or to log in when you visit a website"
sign up,"If you sign up to something like a website or a gym, you become a member.",sign up,sign up,"sign up | If you sign up to something like a website or a gym, you become a member."
sit back,to do nothing instead of making an effort to get what you want,sit back,sit back,sit back | to do nothing instead of making an effort to get what you want
sit down,to lower yourself into a sitting position on a seat or on the ground,sit down,sit down,sit down | to lower yourself into a sitting position on a seat or on the ground
sit in for,to take someone's place when they are absent,sit in for,sit in for,sit in for | to take someone's place when they are absent
sit in on,"If you sit in on something like a meeting or a class, you attend to see what happens, without joining in.",sit in on,sit in on,"sit in on | If you sit in on something like a meeting or a class, you attend to see what happens, without joining in."
sit through,"If you sit through something like a long speech or a boring show, you wait until it's over before leaving, even though you're not enjoying it.",sit through,sit through,"sit through | If you sit through something like a long speech or a boring show, you wait until it's over before leaving, even though you're not enjoying it."
sit up (1),"If you sit up, you get up into a sitting position after you've been lying down.",sit up (1),sit up,"sit up | If you sit up, you get up into a sitting position after you've been lying down."
sit up (2),to not go to bed until later than usual,sit up (2),sit up,sit up | to not go to bed until later than usual
size up,to observe carefully and then form an opinion about a person or a situation,size up,size up,size up | to observe carefully and then form an opinion about a person or a situation
sleep together INFORMAL,to have sex together,sleep together,sleep together,sleep together | to have sex together
sleep with INFORMAL,to have sex with someone,sleep with,sleep with,sleep with | to have sex with someone
slip up INFORMAL,"to make a small mistake, usually because of carelessness",slip up,slip up,"slip up | to make a small mistake, usually because of carelessness"
slow down,"to become slower, or to make someone or something go slower",slow down,slow down,"slow down | to become slower, or to make someone or something go slower"
smell of,to have a particular smell,smell of,smell of,smell of | to have a particular smell
snap up,to get something quickly so you don't miss out,snap up,snap up,snap up | to get something quickly so you don't miss out
sober up,to become sober again after drinking too much alcohol,sober up,sober up,sober up | to become sober again after drinking too much alcohol
sort out (1),"If you sort things out, you arrange them into some sort of order.",sort out (1),sort out,"sort out | If you sort things out, you arrange them into some sort of order."
sort out (2),"If you sort something out, you make arrangements for it or you organize it.",sort out (2),sort out,"sort out | If you sort something out, you make arrangements for it or you organize it."
speak out,"If you speak out, you publicly state your position on an issue, or publicly oppose or defend someone or something.",speak out,speak out,"speak out | If you speak out, you publicly state your position on an issue, or publicly oppose or defend someone or something."
speak up (1),to speak louder,speak up (1),speak up,speak up | to speak louder
speak up (2),"If you speak up, you publicly state your position on an issue, or publicly oppose or defend someone or something.",speak up (2),speak up,"speak up | If you speak up, you publicly state your position on an issue, or publicly oppose or defend someone or something."
speed up,"to move faster, or to increase the speed of something",speed up,speed up,"speed up | to move faster, or to increase the speed of something"
spell out,"If you spell something out, you explain it slowly and very clearly so that everyone can understand.",spell out,spell out,"spell out | If you spell something out, you explain it slowly and very clearly so that everyone can understand."
spread out,"If a group of people spread out, they move apart so that there's more space between them.",spread out,spread out,"spread out | If a group of people spread out, they move apart so that there's more space between them."
stamp out,to stop something bad or harmful by taking strong action against it,stamp out,stamp out,stamp out | to stop something bad or harmful by taking strong action against it
stand by (1),"If you're standing by, you're ready to do something or help somebody.",stand by (1),stand by,"stand by | If you're standing by, you're ready to do something or help somebody."
stand by (2),"If you stand by someone, you support them or help them if they're in some sort of trouble.",stand by (2),stand by,"stand by | If you stand by someone, you support them or help them if they're in some sort of trouble."
stand by (3),to do nothing to stop something wrong or something bad from happening,stand by (3),stand by,stand by | to do nothing to stop something wrong or something bad from happening
stand down,to resign or retire from a job or a position,stand down,stand down,stand down | to resign or retire from a job or a position
stand for (1),"If letters or symbols stand for something, they represent that thing.",stand for (1),stand for,"stand for | If letters or symbols stand for something, they represent that thing."
stand for (2),"If a person or an organisation stands for certain ideals or principles, they believe in and support those ideals or principles.",stand for (2),stand for,"stand for | If a person or an organisation stands for certain ideals or principles, they believe in and support those ideals or principles."
stand for (3),"If you won't stand for something, you won't accept it or allow it to happen.",stand for (3),stand for,"stand for | If you won't stand for something, you won't accept it or allow it to happen."
stand out,"If somebody stands out, they are easy to see because there is something unusual about the way they look or the way they behave.",stand out,stand out,"stand out | If somebody stands out, they are easy to see because there is something unusual about the way they look or the way they behave."
stand up,to get to your feet from a lying or sitting position,stand up,stand up,stand up | to get to your feet from a lying or sitting position
stand up for,to defend an idea or a person against criticism or attack,stand up for,stand up for,stand up for | to defend an idea or a person against criticism or attack
start off,to begin in a particular way or with a particular act,start off,start off,start off | to begin in a particular way or with a particular act
start out,to begin a life or a career in a particular way,start out,start out,start out | to begin a life or a career in a particular way
start up,"to create and run an organization such as a business, a club, a band, etc.",start up,start up,"start up | to create and run an organization such as a business, a club, a band, etc."
stay away from,"If you stay away from something or someone, you don't go near the thing or the person.",stay away from,stay away from,"stay away from | If you stay away from something or someone, you don't go near the thing or the person."
stay up,"If you stay up, you don't go to bed at the usual time.",stay up,stay up,"stay up | If you stay up, you don't go to bed at the usual time."
step down,to resign from a job or a position,step down,step down,step down | to resign from a job or a position
step up,to increase the level or strength of something,step up,step up,step up | to increase the level or strength of something
stick at INFORMAL,"If you stick at something, you continue to do it even if it's difficult or it's taking a long time.",stick at,stick at,"stick at | If you stick at something, you continue to do it even if it's difficult or it's taking a long time."
stick out (1),"If something sticks out, it comes out beyond the edge or the end of something.",stick out (1),stick out,"stick out | If something sticks out, it comes out beyond the edge or the end of something."
stick out (2),to move part of your body out and away from the rest of your body,stick out (2),stick out,stick out | to move part of your body out and away from the rest of your body
stick to (1),"If you stick to something, you don't stop doing it or you don't stop trying to do it.",stick to (1),stick to,"stick to | If you stick to something, you don't stop doing it or you don't stop trying to do it."
stick to (2),"If you stick to something like a political party, a sporting club, a job, or even a favorite food or colour, you don't change to another one.",stick to (2),stick to,"stick to | If you stick to something like a political party, a sporting club, a job, or even a favorite food or colour, you don't change to another one."
stick up for INFORMAL,"If you stick up for someone who's being criticized or attacked verbally, you defend or support them.",stick up for,stick up for,"stick up for | If you stick up for someone who's being criticized or attacked verbally, you defend or support them."
stick with INFORMAL,"to continue with the same thing, instead of changing to something else",stick with,stick with,"stick with | to continue with the same thing, instead of changing to something else"
stir up,to cause trouble among people or to cause bad feelings to arise,stir up,stir up,stir up | to cause trouble among people or to cause bad feelings to arise
stop over,to stop at a place and stay there for one or two days while on your way to somewhere else,stop over,stop over,stop over | to stop at a place and stay there for one or two days while on your way to somewhere else
storm out,to leave a place quickly when you are angry or upset about something,storm out,storm out,storm out | to leave a place quickly when you are angry or upset about something
sum up,"If you sum up something, you give a quick summary of it.",sum up,sum up,"sum up | If you sum up something, you give a quick summary of it."
switch off,to turn something off with a switch,switch off,switch off,switch off | to turn something off with a switch
switch on,to turn something on with a switch,switch on,switch on,switch on | to turn something on with a switch
tail off,to gradually become less in amount or lower in level,tail off,tail off,tail off | to gradually become less in amount or lower in level
take after,"If you take after an older member of your family, you look like them or you have a similar personality to them.",take after,take after,"take after | If you take after an older member of your family, you look like them or you have a similar personality to them."
take apart,"If you take apart something, you separate it into the pieces it's made of.",take apart,take apart,"take apart | If you take apart something, you separate it into the pieces it's made of."
take away,"If you take something away, you take it somewhere else.",take away,take away,"take away | If you take something away, you take it somewhere else."
take back (1),"If you take something back, you return it to the place you got it from, or return it to the shop you bought it from.",take back (1),take back,"take back | If you take something back, you return it to the place you got it from, or return it to the shop you bought it from."
take back (2),"If a store takes back something they've sold, they allow the buyer to return it for a refund, or exchange it.",take back (2),take back,"take back | If a store takes back something they've sold, they allow the buyer to return it for a refund, or exchange it."
take back (3) INFORMAL,"If you take back something you said, you admit that you said the wrong thing and withdraw your comments.",take back (3),take back,"take back | If you take back something you said, you admit that you said the wrong thing and withdraw your comments."
take down (1),"If you take down a large structure, you dismantle it, or separate it into the parts from which it was assembled.",take down (1),take down,"take down | If you take down a large structure, you dismantle it, or separate it into the parts from which it was assembled."
take down (2),"to remove something that's fixed to a wall, like a picture or a poster",take down (2),take down,"take down | to remove something that's fixed to a wall, like a picture or a poster"
take in (1),to include something,take in (1),take in,take in | to include something
take in (2),to fully understand something you hear or read,take in (2),take in,take in | to fully understand something you hear or read
take off (1),"to remove a piece of clothing, or the top of a container",take off (1),take off,"take off | to remove a piece of clothing, or the top of a container"
take off (2),"If a plane takes off, it leaves the ground and rises into the sky.",take off (2),take off,"take off | If a plane takes off, it leaves the ground and rises into the sky."
take off (3),to have a period of time away from work,take off (3),take off,take off | to have a period of time away from work
take off (4),to become popular or successful in a short time,take off (4),take off,take off | to become popular or successful in a short time
take on (1),"If you take on something like a job, a responsibility, or anything involving a challenge, you agree to do it.",take on (1),take on,"take on | If you take on something like a job, a responsibility, or anything involving a challenge, you agree to do it."
take on (2),to give someone a job,take on (2),take on,take on | to give someone a job
take on (3),"to fight, or compete against, someone or something",take on (3),take on,"take on | to fight, or compete against, someone or something"
take out (1),"If you take somebody out, you invite them to go out with you, usually for a meal or entertainment.",take out (1),take out,"take out | If you take somebody out, you invite them to go out with you, usually for a meal or entertainment."
take out (2),"to remove something from a container, a pocket, a bag, etc.",take out (2),take out,"take out | to remove something from a container, a pocket, a bag, etc."
take out (3),"to obtain something like a loan, an insurance policy, a patent, etc.",take out (3),take out,"take out | to obtain something like a loan, an insurance policy, a patent, etc."
take over (1),"to take control of something like a company, an organization, a government, or a territory",take over (1),take over,"take over | to take control of something like a company, an organization, a government, or a territory"
take over (2),to begin doing a job or a task that someone else had been doing previously,take over (2),take over,take over | to begin doing a job or a task that someone else had been doing previously
take up (1),to fill an area of space or a period of time,take up (1),take up,take up | to fill an area of space or a period of time
take up (2),"to start doing something new like playing a sport, doing a job, or pursuing a hobby",take up (2),take up,"take up | to start doing something new like playing a sport, doing a job, or pursuing a hobby"
take up (3),to shorten a piece of clothing or a curtain to make it the right size,take up (3),take up,take up | to shorten a piece of clothing or a curtain to make it the right size
talk back,to reply rudely to someone in a position of authority,talk back,talk back,talk back | to reply rudely to someone in a position of authority
talk down to,"If you talk down to someone, you speak to them as if they are inferior to you or less important than you.",talk down to,talk down to,"talk down to | If you talk down to someone, you speak to them as if they are inferior to you or less important than you."
talk into,"If you talk someone into doing something, you persuade them to do it.",talk into,talk into,"talk into | If you talk someone into doing something, you persuade them to do it."
talk out of,"If you talk someone out of something, you persuade them not to do it.",talk out of,talk out of,"talk out of | If you talk someone out of something, you persuade them not to do it."
talk over,"to discuss a situation with someone, usually before making a decision",talk over,talk over,"talk over | to discuss a situation with someone, usually before making a decision"
talk round,"If you talk somebody round, you persuade them to do what you want them to do, or to agree with you.",talk round,talk round,"talk round | If you talk somebody round, you persuade them to do what you want them to do, or to agree with you."
talk up,"to speak enthusiastically about something, usually in order to persuade someone to buy it or invest in it",talk up,talk up,"talk up | to speak enthusiastically about something, usually in order to persuade someone to buy it or invest in it"
tear apart,to destroy something by breaking it into two or more pieces,tear apart,tear apart,tear apart | to destroy something by breaking it into two or more pieces
tear down,to demolish a building or other structure,tear down,tear down,tear down | to demolish a building or other structure
tear up,"If you tear up a piece of paper, you tear it into several pieces.",tear up,tear up,"tear up | If you tear up a piece of paper, you tear it into several pieces."
tell apart,to tell the difference between two or more things that are very much alike,tell apart,tell apart,tell apart | to tell the difference between two or more things that are very much alike
tell off,to strongly criticize someone for doing something wrong,tell off,tell off,tell off | to strongly criticize someone for doing something wrong
think back,to think about a past event or a past time,think back,think back,think back | to think about a past event or a past time
think of (1),to have something come to mind,think of (1),think of,think of | to have something come to mind
think of (2),to have an opinion about something or someone,think of (2),think of,think of | to have an opinion about something or someone
think over,to think carefully about something before making a decision,think over,think over,think over | to think carefully about something before making a decision
think up,"to use one's imagination to come up with something like an excuse, a name, a plan, or a story",think up,think up,"think up | to use one's imagination to come up with something like an excuse, a name, a plan, or a story"
throw away,"to get rid of something you don't want, usually by putting it in a rubbish bin or a garbage can",throw away,throw away,"throw away | to get rid of something you don't want, usually by putting it in a rubbish bin or a garbage can"
throw off,to get rid of something that has been bothering you,throw off,throw off,throw off | to get rid of something that has been bothering you
throw out (1),"to discard something you don't want, usually by putting it in a rubbish bin or a garbage can",throw out (1),throw out,"throw out | to discard something you don't want, usually by putting it in a rubbish bin or a garbage can"
throw out (2),"to force somebody to leave something like a club, a college or school, an organisation, etc.",throw out (2),throw out,"throw out | to force somebody to leave something like a club, a college or school, an organisation, etc."
throw up INFORMAL,"If someone throws up, they vomit up the contents of their stomach.",throw up,throw up,"throw up | If someone throws up, they vomit up the contents of their stomach."
tidy up,to make a place look neat and tidy,tidy up,tidy up,tidy up | to make a place look neat and tidy
tie up (1),to tie together the ends of something,tie up (1),tie up,tie up | to tie together the ends of something
tie up (2),to make somebody busy with something,tie up (2),tie up,tie up | to make somebody busy with something
tie up (3),to make something or someone unavailable by committing them to something,tie up (3),tie up,tie up | to make something or someone unavailable by committing them to something
tip off,to warn someone or give someone secret information about something,tip off,tip off,tip off | to warn someone or give someone secret information about something
top up,"to completely fill something like a glass or a container, or to increase the level of something like a phone card",top up,top up,"top up | to completely fill something like a glass or a container, or to increase the level of something like a phone card"
touch on,to talk briefly about something when speaking or writing about another topic,touch on,touch on,touch on | to talk briefly about something when speaking or writing about another topic
toy with,"to think about doing something, but not very seriously",toy with,toy with,"toy with | to think about doing something, but not very seriously"
track down,to find something after a long search,track down,track down,track down | to find something after a long search
try on,to put on clothes or shoes before buying them to see if they fit properly and look good,try on,try on,try on | to put on clothes or shoes before buying them to see if they fit properly and look good
try out,"to test something to see what it's like, or to see if it works properly",try out,try out,"try out | to test something to see what it's like, or to see if it works properly"
turn around,to change something unsuccessful into something successful,turn around,turn around,turn around | to change something unsuccessful into something successful
turn away,"If someone turns you away, they don't allow you to enter a place.",turn away,turn away,"turn away | If someone turns you away, they don't allow you to enter a place."
turn back,"to return in the direction from which you've come, or to make someone do this",turn back,turn back,"turn back | to return in the direction from which you've come, or to make someone do this"
turn down (1),"to decrease or lower the volume, heat, power, etc. of an appliance by turning a knob or pressing a button",turn down (1),turn down,"turn down | to decrease or lower the volume, heat, power, etc. of an appliance by turning a knob or pressing a button"
turn down (2),"If you turn down an offer or a request, you decide not to accept it.",turn down (2),turn down,"turn down | If you turn down an offer or a request, you decide not to accept it."
turn in (1) INFORMAL,to go to bed,turn in (1),turn in,turn in | to go to bed
turn in (2),"If you turn somebody in, you tell the police that the person has committed a crime or you hand them over to the police yourself.",turn in (2),turn in,"turn in | If you turn somebody in, you tell the police that the person has committed a crime or you hand them over to the police yourself."
turn into,to change from one thing into another,turn into,turn into,turn into | to change from one thing into another
turn off,to stop a machine or an appliance from working by using a button or a switch,turn off,turn off,turn off | to stop a machine or an appliance from working by using a button or a switch
turn on,to start a machine or an appliance by pressing a button or flicking a switch,turn on,turn on,turn on | to start a machine or an appliance by pressing a button or flicking a switch
turn out (1),to make a light go off,turn out (1),turn out,turn out | to make a light go off
turn out (2),"to have a certain outcome, or to end in a certain way",turn out (2),turn out,"turn out | to have a certain outcome, or to end in a certain way"
turn over (1),to change the position of something so that the side facing down is now facing up,turn over (1),turn over,turn over | to change the position of something so that the side facing down is now facing up
turn over (2),to change your body's position when lying down so that you are facing the opposite direction,turn over (2),turn over,turn over | to change your body's position when lying down so that you are facing the opposite direction
turn up (1),"to increase the volume, heat, power, etc. of an appliance by turning a knob or pressing a button",turn up (1),turn up,"turn up | to increase the volume, heat, power, etc. of an appliance by turning a knob or pressing a button"
turn up (2),"If someone turns up somewhere, they arrive without being expected or without telling anyone they'd be coming.",turn up (2),turn up,"turn up | If someone turns up somewhere, they arrive without being expected or without telling anyone they'd be coming."
urge on,"If you urge somebody on, you encourage them to continue trying to do something.",urge on,urge on,"urge on | If you urge somebody on, you encourage them to continue trying to do something."
use up,"If you use up something, you use all of it and have none left over.",use up,use up,"use up | If you use up something, you use all of it and have none left over."
usher in,to begin a period in history or a stage in someone's life,usher in,usher in,usher in | to begin a period in history or a stage in someone's life
veg out INFORMAL,"If you veg out, you relax and take it easy.",veg out,veg out,"veg out | If you veg out, you relax and take it easy."
verge on,to be close to reaching a certain state or condition,verge on,verge on,verge on | to be close to reaching a certain state or condition
vie for,"If you vie for something, you compete with others to get it.",vie for,vie for,"vie for | If you vie for something, you compete with others to get it."
vote in,"If a person or a political party is voted in, they have won the most votes in an election.",vote in,vote in,"vote in | If a person or a political party is voted in, they have won the most votes in an election."
vote off,"If somebody is voted off something, they have to leave because not enough people voted to keep them on.",vote off,vote off,"vote off | If somebody is voted off something, they have to leave because not enough people voted to keep them on."
vouch for,"If you vouch for someone or something, you say that the person or thing can be trusted and is of good character or quality.",vouch for,vouch for,"vouch for | If you vouch for someone or something, you say that the person or thing can be trusted and is of good character or quality."
wait around,"If you have to wait around for something, you have to wait a long time for it.",wait around,wait around,"wait around | If you have to wait around for something, you have to wait a long time for it."
wait on (1),"to serve someone in a restaurant, or to act as a servant for someone and do whatever they ask you to do",wait on (1),wait on,"wait on | to serve someone in a restaurant, or to act as a servant for someone and do whatever they ask you to do"
wait on (2),"to wait for the results of something, or for information about something, before deciding what to do next",wait on (2),wait on,"wait on | to wait for the results of something, or for information about something, before deciding what to do next"
wait up,"If you wait up, you stay up late at night waiting for something or someone.",wait up,wait up,"wait up | If you wait up, you stay up late at night waiting for something or someone."
wake up,"to become conscious again after sleeping, or to make someone else become conscious after sleeping",wake up,wake up,"wake up | to become conscious again after sleeping, or to make someone else become conscious after sleeping"
walk out,to leave a relationship suddenly,walk out,walk out,walk out | to leave a relationship suddenly
ward off,to stop something that's harmful or dangerous from coming near,ward off,ward off,ward off | to stop something that's harmful or dangerous from coming near
warm up (1),to make something warmer,warm up (1),warm up,warm up | to make something warmer
warm up (2),to prepare for a sporting or artistic performance by doing exercises or practising,warm up (2),warm up,warm up | to prepare for a sporting or artistic performance by doing exercises or practising
wash away,"If something is washed away, it's carried off by the force of running water, as in a storm or a flood.",wash away,wash away,"wash away | If something is washed away, it's carried off by the force of running water, as in a storm or a flood."
wash down,to drink something soon after eating food or while swallowing pills,wash down,wash down,wash down | to drink something soon after eating food or while swallowing pills
wash out,"If an event is washed out, it's stopped because of rain.",wash out,wash out,"wash out | If an event is washed out, it's stopped because of rain."
wash up (1),"If you wash up, you wash dirty dishes and cooking utensils.",wash up (1),wash up,"wash up | If you wash up, you wash dirty dishes and cooking utensils."
wash up (2),"If you wash up, you wash your hands.",wash up (2),wash up,"wash up | If you wash up, you wash your hands."
waste away,"If you waste away, you gradually become thinner and weaker, usually because of an illness.",waste away,waste away,"waste away | If you waste away, you gradually become thinner and weaker, usually because of an illness."
watch out,"If you tell someone to watch out, you tell them to be careful or warn them of a danger.",watch out,watch out,"watch out | If you tell someone to watch out, you tell them to be careful or warn them of a danger."
watch out for,"If someone tells you to watch out for something, they're warning you about it.",watch out for,watch out for,"watch out for | If someone tells you to watch out for something, they're warning you about it."
water down (1),to add water to a drink to make it less strong if it's an alcoholic drink or less thick if it's a juice or a thick shake,water down (1),water down,water down | to add water to a drink to make it less strong if it's an alcoholic drink or less thick if it's a juice or a thick shake
water down (2),to change something like the lyrics of a song or the dialogue in a movie to make it less offensive or less likely to upset people,water down (2),water down,water down | to change something like the lyrics of a song or the dialogue in a movie to make it less offensive or less likely to upset people
wean off,to gradually break a bad habit by doing it less and less,wean off,wean off,wean off | to gradually break a bad habit by doing it less and less
wear down,to gradually make someone lose their strength and vitality,wear down,wear down,wear down | to gradually make someone lose their strength and vitality
wear in,"If you wear in something like a pair of shoes, you wear them for short periods until they fit properly and feel comfortable.",wear in,wear in,"wear in | If you wear in something like a pair of shoes, you wear them for short periods until they fit properly and feel comfortable."
wear off,"If something wears off, it gradually loses its effect.",wear off,wear off,"wear off | If something wears off, it gradually loses its effect."
wear out (1),"If something such as a shoe wears out, it gets old and damaged from being used.",wear out (1),wear out,"wear out | If something such as a shoe wears out, it gets old and damaged from being used."
wear out (2),"If something wears you out, it makes you feel tired and lacking in energy.",wear out (2),wear out,"wear out | If something wears you out, it makes you feel tired and lacking in energy."
weed out,to find and remove people or things that are not needed or wanted,weed out,weed out,weed out | to find and remove people or things that are not needed or wanted
weigh down,"If you're weighed down by problems or responsibilities, you feel stressed or unhappy because of them.",weigh down,weigh down,"weigh down | If you're weighed down by problems or responsibilities, you feel stressed or unhappy because of them."
weigh in (1),to be weighed before participating in a sport like boxing or horse-racing,weigh in (1),weigh in,weigh in | to be weighed before participating in a sport like boxing or horse-racing
weigh in (2),to join a discussion by expressing a viewpoint,weigh in (2),weigh in,weigh in | to join a discussion by expressing a viewpoint
weigh up,to consider the good and bad points before making a decision,weigh up,weigh up,weigh up | to consider the good and bad points before making a decision
whip into,"to create strong emotions like excitement or anger, usually by giving a speech or a performance of some sort",whip into,whip into,"whip into | to create strong emotions like excitement or anger, usually by giving a speech or a performance of some sort"
whip up,to create strong feelings in other people,whip up,whip up,whip up | to create strong feelings in other people
win back,"If you win something back, you get it back again after having lost it.",win back,win back,"win back | If you win something back, you get it back again after having lost it."
win over,"If you win somebody over, you get them to believe you, trust you or support you.",win over,win over,"win over | If you win somebody over, you get them to believe you, trust you or support you."
wind down,"If you wind something down, you gradually reduce it or end it.",wind down,wind down,"wind down | If you wind something down, you gradually reduce it or end it."
wind up (1),"If you wind up in a certain place or situation, you find yourself there by chance or because of unexpected events.",wind up (1),wind up,"wind up | If you wind up in a certain place or situation, you find yourself there by chance or because of unexpected events."
wind up (2),"to end something like a meeting, a lecture or a discussion",wind up (2),wind up,"wind up | to end something like a meeting, a lecture or a discussion"
wipe away,"to remove something by wiping it with a tissue, a cloth or a hand",wipe away,wipe away,"wipe away | to remove something by wiping it with a tissue, a cloth or a hand"
wipe out (1),"If something is wiped out, it is completely destroyed.",wipe out (1),wipe out,"wipe out | If something is wiped out, it is completely destroyed."
wipe out (2),to kill a large number of people or animals,wipe out (2),wipe out,wipe out | to kill a large number of people or animals
wise up INFORMAL,"If you wise up, you realize the truth in relation to something.",wise up,wise up,"wise up | If you wise up, you realize the truth in relation to something."
work at,"to try hard to achieve something, or try hard to improve your ability to do something",work at,work at,"work at | to try hard to achieve something, or try hard to improve your ability to do something"
work off,to get rid of excess weight or a negative emotion by engaging in physical activity,work off,work off,work off | to get rid of excess weight or a negative emotion by engaging in physical activity
work on,"to spend time making, fixing or improving something",work on,work on,"work on | to spend time making, fixing or improving something"
work out (1),to think about a problem or a task and find a solution or a strategy for dealing with it,work out (1),work out,work out | to think about a problem or a task and find a solution or a strategy for dealing with it
work out (2),to do physical exercise to keep fit and healthy,work out (2),work out,work out | to do physical exercise to keep fit and healthy
work out (3),to find the solution to a numerical problem,work out (3),work out,work out | to find the solution to a numerical problem
wrap up (1),"If you wrap something up, you cover it with a material like paper or cloth.",wrap up (1),wrap up,"wrap up | If you wrap something up, you cover it with a material like paper or cloth."
